filed_date,days_after_act,accession,form,issuer_cik,issuer_name,owner_cik,owner_name,roles,officer_title,pre_act_fpi_forms,earliest_pre_act_fpi_filing,agent_prefix
2026-06-01,75,0000905148-26-002743,3,0001468091,VEON Ltd.,0002132745,Lewis Brandon K.,Director,,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0000905148-26-002744,3,0001468091,VEON Ltd.,0002132778,Ozer Burak,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0000905148-26-002745,3,0001468091,VEON Ltd.,0002132753,Perry Duncan,Director,,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0000905148-26-002746,3,0001468091,VEON Ltd.,0002130383,Rice Sebastian,General Counsel,General Counsel,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0000905148-26-002747,3,0001468091,VEON Ltd.,0002130399,Soeting Michiel,Director,,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0000905148-26-002748,3,0001468091,VEON Ltd.,0001984182,Terzioglu Muhterem Kaan,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-10,0000905148
2026-06-01,75,0001475597-26-000041,3,0001929783,WORK Medical Technology Group LTD,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-10,0001475597
2026-05-29,72,0001213900-26-063066,3,0001939965,Brera Holdings PLC,0002132999,Maimon Keren Kalima,Director,,20-F; 6-K,2025-01-02,0001213900
2026-05-29,72,0001493152-26-026271,3,0001964314,JBDI Holdings Ltd,0002125608,Chan Chin Hoong,Director,,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001493152-26-026274,3,0001964314,JBDI Holdings Ltd,0002125664,Han Yee Yen,Director,,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001493152-26-026277,3,0001964314,JBDI Holdings Ltd,0002125663,Liang Zhao Rong,Director; Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001493152-26-026279,3,0001964314,JBDI Holdings Ltd,0002125662,Lim Chwee Poh,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001493152-26-026281,3,0001964314,JBDI Holdings Ltd,0002125661,Quek Che Wah,Deputy Chief Executive Officer,Deputy Chief Executive Officer,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001493152-26-026283,3,0001964314,JBDI Holdings Ltd,0002125823,Soh Kar Liang,Director,,20-F; 6-K,2025-05-29,0001493152
2026-05-29,72,0001104659-26-068228,3,0001643303,Nano Dimension Ltd.,0002133510,Borenstein Phillip,Director,,20-F; 6-K,2025-01-06,0001104659
2026-05-29,72,0001104659-26-068222,3,0001643303,Nano Dimension Ltd.,0002103000,Brenton John,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-06,0001104659
2026-05-29,72,0001104659-26-068227,3,0001643303,Nano Dimension Ltd.,0001274520,PONS ROBERT M,Director,,20-F; 6-K,2025-01-06,0001104659
2026-05-29,72,0001104659-26-068225,3,0001643303,Nano Dimension Ltd.,0001541951,Stehlin David,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-06,0001104659
2026-05-29,72,0001703893-26-000001,3,0001469395,Pampa Energy Inc.,0001703893,Aguzin Alejandro Nicolas,Director,,20-F; 6-K,2025-01-08,0001703893
2026-05-29,72,0001104659-26-067850,3,0001517496,SOLAI Ltd,0001794224,LU HENG HENRY,Director,,20-F; 6-K,2025-01-08,0001104659
2026-05-29,72,0001976408-26-000508,3,0000928876,TOWER SEMICONDUCTOR LTD,0002129121,Ellwanger Russell Craig,Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-21,0001976408
2026-05-29,72,0001976408-26-000507,3,0000928876,TOWER SEMICONDUCTOR LTD,0001721354,Elstein Amir,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-29,72,0001976408-26-000504,3,0000928876,TOWER SEMICONDUCTOR LTD,0002125353,Mor Rafy,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-01-21,0001976408
2026-05-29,72,0001976408-26-000506,3,0000928876,TOWER SEMICONDUCTOR LTD,0002127100,Racanelli Marco,President,President,20-F; 6-K,2025-01-21,0001976408
2026-05-29,72,0001976408-26-000505,3,0000928876,TOWER SEMICONDUCTOR LTD,0002125349,Shirazi Oren,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0002137419-26-000001,3,0001944552,Adlai Nortye Ltd.,0002137419,Tse Alan Ming Lun,Director,,20-F; 6-K,2025-02-14,0002137419
2026-05-28,71,0001104659-26-067179,3/A,0001375877,Canadian Solar Inc.,0002114125,Marx Dylan,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-02-27,0001104659
2026-05-28,71,0002137342-26-000001,3,0001026662,EURO TECH HOLDINGS CO LTD,0002137342,CHEN Fuming,Director,,20-F; 6-K,2025-03-20,0002137342
2026-05-28,71,0001193125-26-245188,3,0001872529,MDxHealth SA,0002136588,OConnell Brendan,"VP, Finance and Accounting","VP, Finance and Accounting",20-F; 6-K,2025-01-13,0001193125
2026-05-28,71,0002116020-26-000005,3,0001843586,Oatly Group AB,0002116020,DESCHEEMAEKER STEFAN,Director,,20-F; 6-K,2025-01-31,0002116020
2026-05-28,71,0001171843-26-003765,3,0001347557,Pacific Airport Group,0002137473,Gerard Rivero Jeronimo Marcos,Director,,20-F; 6-K,2025-01-07,0001171843
2026-05-28,71,0001171843-26-003757,3,0001347557,Pacific Airport Group,0002137478,Ramirez Garcia Roberto Angel,Director,,20-F; 6-K,2025-01-07,0001171843
2026-05-28,71,0001628280-26-038651,3/A,0001876431,Prenetics Global Ltd,0001844918,Cheng Yin Pan,Director,,20-F; 6-K,2025-03-05,0001628280
2026-05-28,71,0001628280-26-038651,3/A,0001876431,Prenetics Global Ltd,0002117987,M13 Capital Management Holdings Ltd,,,20-F; 6-K,2025-03-05,0001628280
2026-05-28,71,0000919574-26-003742,3,0001640043,Pyxis Tankers Inc.,0002135555,Giannakoulis Fotios,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-03-28,0000919574
2026-05-28,71,0001976408-26-000493,3,0000928876,TOWER SEMICONDUCTOR LTD,0002124657,Avner Iris,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000498,3,0000928876,TOWER SEMICONDUCTOR LTD,0002130438,Ben Moshe Sagi,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000496,3,0000928876,TOWER SEMICONDUCTOR LTD,0001978611,Chelouche Yoav,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000492,3,0000928876,TOWER SEMICONDUCTOR LTD,0001899066,Gross Dana Rebecca,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000495,3,0000928876,TOWER SEMICONDUCTOR LTD,0002125613,Hasson Avi,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000497,3,0000928876,TOWER SEMICONDUCTOR LTD,0002127498,Kaufman Kalman,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000491,3,0000928876,TOWER SEMICONDUCTOR LTD,0002125148,Seward Carolin T,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001976408-26-000494,3,0000928876,TOWER SEMICONDUCTOR LTD,0002127844,Vakrat Wolkin Michal,Director,,20-F; 6-K,2025-01-21,0001976408
2026-05-28,71,0001213900-26-061910,3,0001929783,WORK Medical Technology Group LTD,0001525919,Liang Ningfang,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-10,0001213900
2026-05-28,71,0001213900-26-061912,3,0001929783,WORK Medical Technology Group LTD,0002136477,Lin Qisheng,Director,,20-F; 6-K,2025-01-10,0001213900
2026-05-28,71,0001213900-26-061913,3,0001929783,WORK Medical Technology Group LTD,0002127863,Wu Shuang Jarod,Director; CEO and Director,CEO and Director,20-F; 6-K,2025-01-10,0001213900
2026-05-28,71,0001213900-26-061915,3,0001929783,WORK Medical Technology Group LTD,0002124396,Wu Zhenguo,Director,,20-F; 6-K,2025-01-10,0001213900
2026-05-28,71,0001213900-26-061914,3,0001929783,WORK Medical Technology Group LTD,0002124336,Yu Baiming,Director; COO and Director,COO and Director,20-F; 6-K,2025-01-10,0001213900
2026-05-28,71,0001193125-26-243070,3,0001866501,Wallbox N.V.,0002136308,Aguera Pedro Alonso,Director,,20-F; 6-K,2025-02-24,0001193125
2026-05-28,71,0001193125-26-243066,3,0001866501,Wallbox N.V.,0002135738,Richer Marc Sabe,Director,,20-F; 6-K,2025-02-24,0001193125
2026-05-27,70,0000950103-26-007758,3/A,0001122411,"ASE Technology Holding Co., Ltd.",0002116851,Chung Chih-Hsiao,"GM, ASE Japan & Wuxi Tongzhi","GM, ASE Japan & Wuxi Tongzhi",20-F; 6-K,2025-01-10,0000950103
2026-05-27,70,0001213900-26-061182,3,0002060016,Agencia Comercial Spirits Ltd.,0001512679,Li Qiang,Director,,6-K,2025-10-24,0001213900
2026-05-27,70,0001292814-26-003210,3,0001160330,BANK BRADESCO,0002116145,Caffarelli Paulo Rogerio,Independent Board Director,Independent Board Director,20-F; 6-K,2025-01-13,0001292814
2026-05-27,70,0001292814-26-003208,3,0001160330,BANK BRADESCO,0002135664,Nunes Regina Helena Jorge,Independent Board Director,Independent Board Director,20-F; 6-K,2025-01-13,0001292814
2026-05-27,70,0001628280-26-038546,3,0000910631,COCA COLA FEMSA SAB DE CV,0002137140,Cutrale Jose Luis,Director,,20-F; 6-K,2025-02-21,0001628280
2026-05-27,70,0002136945-26-000001,3,0001395213,EDENOR,0002136945,Volosin Edgardo Alberto,Director,,20-F; 6-K,2025-01-15,0002136945
2026-05-27,70,0001475597-26-000036,3,0001981662,NewGenIvf Group Ltd,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-21,0001475597
2026-05-26,69,0001493152-26-025179,3,0001873093,CytoMed Therapeutics Ltd,0001973295,Toh Keng Kiat,Director,,20-F; 6-K,2025-01-06,0001493152
2026-05-26,69,0001193125-26-237791,3,0001854545,Dingdong (Cayman) Ltd,0002134596,Chen Zhou Chamberlain,,,20-F; 6-K,2025-03-07,0001193125
2026-05-26,69,0001292207-26-000004,3,0001922446,Diversified Energy Co,0001292207,Oliver Kirk R,Director,,20-F; 6-K,2025-01-27,0001292207
2026-05-26,69,0000919574-26-003701,3,0002029471,Heidmar Maritime Holdings Corp.,0002121603,MAKKAR JAGMEET SINGH,Director,,20-F; 6-K,2025-02-19,0000919574
2026-05-26,69,0001213900-26-061011,3,0002001699,Helport AI Ltd,0002136166,Pan Yu (nmn),Director,,20-F; 6-K,2025-03-14,0001213900
2026-05-26,69,0001178913-26-002915,3,0001742692,InMode Ltd.,0002136421,Moshe Itzkovich,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-02-04,0001178913
2026-05-26,69,0001178913-26-002916,3,0001742692,InMode Ltd.,0002136448,Nass Shlomo,Director,,20-F; 6-K,2025-02-04,0001178913
2026-05-26,69,0001292814-26-003186,3,0001713930,Nexa Resources S.A.,0002136666,Aita Vanessa,Commercial Officer,Commercial Officer,20-F; 6-K,2025-01-15,0001292814
2026-05-26,69,0001213900-26-060801,3,0001016838,RADCOM LTD,0002135631,Aaronson Liat,Director,,20-F; 6-K,2025-01-07,0001213900
2026-05-26,69,0001213900-26-060802,3,0001016838,RADCOM LTD,0002136022,Jacob Tomer,Director,,20-F; 6-K,2025-01-07,0001213900
2026-05-26,69,0001213900-26-060800,3,0001016838,RADCOM LTD,0002136140,Levit Guy,Director,,20-F; 6-K,2025-01-07,0001213900
2026-05-26,69,0001213900-26-061128,3,0001894693,SaverOne 2014 Ltd.,0002132477,Cohen Yossi,COO,COO,20-F; 6-K,2025-01-10,0001213900
2026-05-26,69,0001213900-26-061124,3,0001894693,SaverOne 2014 Ltd.,0002002329,Gilboa Ori,Director; CEO,CEO,20-F; 6-K,2025-01-10,0001213900
2026-05-26,69,0001213900-26-061126,3,0001894693,SaverOne 2014 Ltd.,0002132488,Nevo Meital,CFO,CFO,20-F; 6-K,2025-01-10,0001213900
2026-05-26,69,0001213900-26-061101,3,0001999860,Wing Yip Food Holdings Group Ltd,0002123196,Chen Yang (nmn),Director,,20-F; 6-K,2025-01-14,0001213900
2026-05-26,69,0001213900-26-061100,3,0001999860,Wing Yip Food Holdings Group Ltd,0002123194,Huang Guipeng,Director,,20-F; 6-K,2025-01-14,0001213900
2026-05-26,69,0001213900-26-061099,3,0001999860,Wing Yip Food Holdings Group Ltd,0002123201,Liu Nanlong,Director,,20-F; 6-K,2025-01-14,0001213900
2026-05-26,69,0001213900-26-061102,3,0001999860,Wing Yip Food Holdings Group Ltd,0002123203,Wang Tingfeng,Director; Chief Executive Officer; 10% Owner,Chief Executive Officer,20-F; 6-K,2025-01-14,0001213900
2026-05-26,69,0001213900-26-061098,3,0001999860,Wing Yip Food Holdings Group Ltd,0002123205,Wang XIANTAO,Director; 10% Owner,,20-F; 6-K,2025-01-14,0001213900
2026-05-26,69,0001213900-26-061103,3,0001999860,Wing Yip Food Holdings Group Ltd,0002126596,Ye Haobo,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-14,0001213900
2026-05-22,65,0001213900-26-060549,3,0002047273,BUUU Group Ltd,0002045616,Tsui Chun Kit,Director,,20-F; 6-K,2025-08-15,0001213900
2026-05-22,65,0001628280-26-037659,3,0000910631,COCA COLA FEMSA SAB DE CV,0002136610,Nicolau Gutierrez Luis Alfonso,Director,,20-F; 6-K,2025-02-21,0001628280
2026-05-22,65,0000950103-26-007673,3,0001504764,Grupo Aval Acciones Y Valores S.A.,0002136177,Gonzalez Piedra Miguel Angel,Chief of Internal Control,Chief of Internal Control,20-F; 6-K,2025-01-02,0000950103
2026-05-22,65,0001493152-26-025025,3,0001849296,OKYO Pharma Ltd,0002125298,Dempsey Robert John,Director; CHIEF EXECUTIVE OFFICER,CHIEF EXECUTIVE OFFICER,20-F; 6-K,2025-01-22,0001493152
2026-05-22,65,0001493152-26-025026,3,0001849296,OKYO Pharma Ltd,0002125071,Shah Keeren Rameshchandra,CHIEF FINANCIAL OFFICER,CHIEF FINANCIAL OFFICER,20-F; 6-K,2025-01-22,0001493152
2026-05-22,65,0001193125-26-235416,3,0001509646,Phoenix New Media Ltd,0002136453,Xu Wei XW,Director,,20-F; 6-K,2025-03-11,0001193125
2026-05-22,65,0001104659-26-065459,3/A,0001848763,ReNew Energy Global plc,0002120167,Varghese Sanjay Chacko,See below Remarks (a),See below Remarks (a),20-F; 6-K,2025-02-18,0001104659
2026-05-22,65,0001104659-26-065461,3/A,0001848763,ReNew Energy Global plc,0002012302,Vaswani Kailash,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-02-18,0001104659
2026-05-22,65,0001104659-26-065373,3,0001995306,SUPER HI INTERNATIONAL HOLDING LTD.,0002135377,Jiang Bingyu,Director,,20-F; 6-K,2025-01-07,0001104659
2026-05-22,65,0001213900-26-060643,3,0001723069,Tiziana Life Sciences Ltd,0002125071,Shah Keeren Rameshchandra,CHIEF OPERATING & FIN. OFFICER,CHIEF OPERATING & FIN. OFFICER,20-F; 6-K,2025-01-08,0001213900
2026-05-22,65,0000806968-26-000047,3,0000806968,WPP plc,0002136644,Agnefjall Hans Peter Henrik,Director,,20-F; 6-K,2025-01-02,0000806968
2026-05-22,65,0001213900-26-060316,3,0001770088,WiMi Hologram Cloud Inc.,0002132285,Zheng Guanghui,CFO,CFO,20-F; 6-K,2025-01-14,0001213900
2026-05-21,64,0002136295-26-000001,3,0001944552,Adlai Nortye Ltd.,0002136295,LU YANG,Director; CEO; 10% Owner,CEO,20-F; 6-K,2025-02-14,0002136295
2026-05-21,64,0002130212-26-000001,3,0001395213,EDENOR,0002130212,Marre Paola Carla,Director,,20-F; 6-K,2025-01-15,0002130212
2026-05-21,64,0002135920-26-000002,3,0001026662,EURO TECH HOLDINGS CO LTD,0002135920,SUN TERRY YI,Director,,20-F; 6-K,2025-03-20,0002135920
2026-05-21,64,0002058897-26-000194,3/A,0002058897,Grupo Cibest S.A.,0002120729,Vatnick Silvina,Director,,6-K,2025-05-16,0002058897
2026-05-21,64,0001493152-26-024718,3,0001966233,NIP Group Inc.,0002065413,Tang Heng,Executive Vice President,Executive Vice President,20-F; 6-K,2025-01-17,0001493152
2026-05-21,64,0001493152-26-024719,3,0001966233,NIP Group Inc.,0002065666,Xu Yanjun,Director,,20-F; 6-K,2025-01-17,0001493152
2026-05-21,64,0001213900-26-060215,3,0001874252,Quantum Cyber N.V.,0001890749,O'Rourke Peter,Director,,20-F; 6-K,2025-01-14,0001213900
2026-05-21,64,0001213900-26-060146,3/A,0002029138,SAGTEC GLOBAL Ltd,0002127765,BINTI MOHD ADNAN ZURIA HAJAR,Director; Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-03-10,0001213900
2026-05-21,64,0002125667-26-000001,3,0001987240,SCHMID Group N.V.,0002125667,Schuetz Arthur Josef Hermann,CFO,CFO,20-F; 6-K,2025-05-21,0002125667
2026-05-20,63,0002135387-26-000001,3,0001944552,Adlai Nortye Ltd.,0002135387,Tse Archie,"President, Head of R&D","President, Head of R&D",20-F; 6-K,2025-02-14,0002135387
2026-05-20,63,0001193125-26-231764,3,0001577552,Alibaba Group Holding Ltd,0002115804,Jiang Fan (FJ),CEO of Business Group,CEO of Business Group,20-F; 6-K,2025-01-02,0001193125
2026-05-20,63,0001477932-26-003365,3,0001780785,CN ENERGY GROUP. INC.,0002125822,Connelly Philip,Director,,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0001477932-26-003361,3,0001780785,CN ENERGY GROUP. INC.,0002125288,Huang Jinwu,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0001477932-26-003363,3,0001780785,CN ENERGY GROUP. INC.,0002125418,Liu Wenhua,Director; Interim CEO,Interim CEO,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0001477932-26-003359,3,0001780785,CN ENERGY GROUP. INC.,0002125417,Wang Xinyang,Director,,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0001477932-26-003369,3,0001780785,CN ENERGY GROUP. INC.,0001524219,Yi Ming,Director,,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0001477932-26-003367,3,0001780785,CN ENERGY GROUP. INC.,0002121548,Zhang Wenbiao,Director,,20-F; 6-K,2025-01-08,0001477932
2026-05-20,63,0000947871-26-000568,3,0001345105,"Copa Holdings, S.A.",0002132711,Orillac Manuel Alberto,Director,,20-F; 6-K,2025-01-13,0000947871
2026-05-20,63,0002129684-26-000003,3,0001395213,EDENOR,0002129684,Colombo Fabiana Patricia,DIRECTOR DE ABASTECIMIENTO,DIRECTOR DE ABASTECIMIENTO,20-F; 6-K,2025-01-15,0002129684
2026-05-20,63,0002129393-26-000001,3,0001395213,EDENOR,0002129393,FALIVENE MATIAS,Director,,20-F; 6-K,2025-01-15,0002129393
2026-05-20,63,0002129042-26-000003,3,0001395213,EDENOR,0002129042,Poggetti Diego Hernan,Director de Tecnologia y Telco,Director de Tecnologia y Telco,20-F; 6-K,2025-01-15,0002129042
2026-05-20,63,0001157557-26-000021,3,0001157557,ENERGY CO OF MINAS GERAIS,0002135783,Gama da Silva Maria do Socorro,Director,,20-F; 6-K,2025-01-02,0001157557
2026-05-20,63,0001157557-26-000022,3,0001157557,ENERGY CO OF MINAS GERAIS,0002135803,Lima Valeria Pires Amoroso,Director,,20-F; 6-K,2025-01-02,0001157557
2026-05-20,63,0001157557-26-000020,3,0001157557,ENERGY CO OF MINAS GERAIS,0002135864,Zimmermann Marcio Pereira,Director,,20-F; 6-K,2025-01-02,0001157557
2026-05-20,63,0001213900-26-059528,3,0001939780,U Power Ltd,0002123216,Bingyi Zhao,Director; Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-28,0001213900
2026-05-20,63,0001213900-26-059529,3,0001939780,U Power Ltd,0002123300,Jia Li,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-28,0001213900
2026-05-20,63,0001213900-26-059531,3,0001939780,U Power Ltd,0002123304,Quanshi Chen,Director,,20-F; 6-K,2025-01-28,0001213900
2026-05-20,63,0001213900-26-059532,3,0001939780,U Power Ltd,0002123222,Xiaochun Li,Director,,20-F; 6-K,2025-01-28,0001213900
2026-05-20,63,0001104659-26-064723,3,0001993463,"YSX Tech Co., Ltd",0002122921,Cao Meng,Director,,20-F; 6-K,2025-02-24,0001104659
2026-05-20,63,0001104659-26-064721,3,0001993463,"YSX Tech Co., Ltd",0002122930,Zheng Weiqiang,Director,,20-F; 6-K,2025-02-24,0001104659
2026-05-19,62,0000950103-26-007413,3/A,0001468642,Aura Minerals Inc.,0002120184,Rosa Luvizotto Glauber,Chief Operating Officer,Chief Operating Officer,6-K,2025-07-17,0000950103
2026-05-19,62,0001292814-26-003119,3,0001071438,BRASKEM SA,0002121284,Plachta Carlos,Chief Consumer & Log Officer,Chief Consumer & Log Officer,20-F; 6-K,2025-01-10,0001292814
2026-05-19,62,0001292814-26-003115,3/A,0001132597,Itau Unibanco Holding S.A.,0002121436,Egydio Setubal Alfredo,Director,,20-F; 6-K,2025-01-14,0001292814
2026-05-19,62,0001213900-26-058882,3,0001075880,KAZIA THERAPEUTICS LTD,0002132027,Rao Sudha,Chief Scientific Officer,Chief Scientific Officer,20-F; 6-K,2025-01-13,0001213900
2026-05-19,62,0001493152-26-024334,3,0002009714,TMD Energy Ltd,0002123481,Hoh Chee Mun,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-04-23,0001493152
2026-05-19,62,0001493152-26-024337,3,0002009714,TMD Energy Ltd,0002123178,Leong Kok Chaw,Director,,20-F; 6-K,2025-04-23,0001493152
2026-05-19,62,0001493152-26-024481,3,0002009714,TMD Energy Ltd,0002123177,Yoong Leong Yan,Director,,20-F; 6-K,2025-04-23,0001493152
2026-05-18,61,0001475597-26-000033,3,0001905660,Hub Cyber Security Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-16,0001475597
2026-05-18,61,0001213900-26-058126,3,0001584371,IceCure Medical Ltd.,0002131274,Peleg Meir,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-03,0001213900
2026-05-18,61,0001213900-26-058277,3,0001756708,Jumia Technologies AG,0002131862,Adesina Akinwumi Ayodeji,Director,,20-F; 6-K,2025-02-20,0001213900
2026-05-18,61,0001213900-26-058278,3,0001756708,Jumia Technologies AG,0002105018,Faw Benjamin Taylor,Director,,20-F; 6-K,2025-02-20,0001213900
2026-05-18,61,0001104659-26-063269,3,0001836470,Sportradar Group AG,0002132874,Deen Sameer,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-02-07,0001104659
2026-05-18,61,0001628280-26-036099,3,0002007191,Telix Pharmaceuticals Ltd,0001106519,GILL DAVID N,Director,,20-F; 6-K,2025-01-13,0001628280
2026-05-18,61,0001628280-26-036098,3,0002007191,Telix Pharmaceuticals Ltd,0001189883,Jellison William R,Director,,20-F; 6-K,2025-01-13,0001628280
2026-05-18,61,0001628280-26-036096,3,0002007191,Telix Pharmaceuticals Ltd,0001755794,Rivas Maria,Director,,20-F; 6-K,2025-01-13,0001628280
2026-05-18,61,0001213900-26-058642,3,0001938865,Top KingWin Ltd,0002133153,Yang Jie (JIEYANG),CFO,CFO,20-F; 6-K,2025-01-02,0001213900
2026-05-18,61,0001104659-26-063349,3,0001993463,"YSX Tech Co., Ltd",0002135625,Wang Hua (nmn),Director,,20-F; 6-K,2025-02-24,0001104659
2026-05-15,58,0001903596-26-000225,3,0001930419,ALR Technologies SG Ltd.,0001633422,Cheng Ronald,Director,,20-F; 6-K,2025-05-01,0001903596
2026-05-15,58,0001493152-26-023287,3,0001816815,Bon Natural Life Ltd,0002127095,ZHIXIANG GAO,Director,,20-F; 6-K,2025-01-03,0001493152
2026-05-15,58,0001493152-26-023401,3,0001873093,CytoMed Therapeutics Ltd,0001970632,Choo Chee Kong,Director; 10% Owner,,20-F; 6-K,2025-01-06,0001493152
2026-05-15,58,0001493152-26-023399,3,0001873093,CytoMed Therapeutics Ltd,0002127830,Goh Yvonne,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-06,0001493152
2026-05-15,58,0001493152-26-023404,3,0001873093,CytoMed Therapeutics Ltd,0001973389,Leong Mark Kei Wei,Director,,20-F; 6-K,2025-01-06,0001493152
2026-05-15,58,0001493152-26-023400,3,0001873093,CytoMed Therapeutics Ltd,0002124360,TAN YOONG YING,Chief Corporate Officer,Chief Corporate Officer,20-F; 6-K,2025-01-06,0001493152
2026-05-15,58,0001493152-26-023405,3,0001873093,CytoMed Therapeutics Ltd,0001973390,Yew Chak Hua,Director,,20-F; 6-K,2025-01-06,0001493152
2026-05-15,58,0002131749-26-000002,3,0001395213,EDENOR,0002131749,Bevilacqua Flavia Vanesa,,,20-F; 6-K,2025-01-15,0002131749
2026-05-15,58,0001213900-26-057168,3,0001908705,Global Engine Group Holding Ltd,0002135217,CHAN Kin Wah,Director,,20-F; 6-K,2025-01-13,0001213900
2026-05-15,58,0001213900-26-057171,3,0001908705,Global Engine Group Holding Ltd,0002135218,CHEUNG Chi Hung,Director,,20-F; 6-K,2025-01-13,0001213900
2026-05-15,58,0001213900-26-057169,3,0001908705,Global Engine Group Holding Ltd,0002135219,HUNG Man Ching,Director,,20-F; 6-K,2025-01-13,0001213900
2026-05-15,58,0001213900-26-057475,3,0001682241,Metalpha Technology Holding Ltd,0002134005,Kawayanagi Kiyohiro Yang,Director,,20-F; 6-K,2025-02-10,0001213900
2026-05-15,58,0001213900-26-057473,3,0001682241,Metalpha Technology Holding Ltd,0002131922,Tian Jingxin,Director,,20-F; 6-K,2025-02-10,0001213900
2026-05-15,58,0002131749-26-000003,3,0001469395,Pampa Energy Inc.,0002131749,Bevilacqua Flavia Vanesa,,,20-F; 6-K,2025-01-08,0002131749
2026-05-15,58,0001493152-26-024018,3,0001933021,Plutus Financial Group Ltd,0002131730,Cheung Ting Kin,Director; CHIEF EXECUTIVE OFFICER,CHIEF EXECUTIVE OFFICER,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001493152-26-024016,3,0001933021,Plutus Financial Group Ltd,0002097468,Lam Wing Yan,Director,,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001493152-26-024017,3,0001933021,Plutus Financial Group Ltd,0002131703,Lui Tin Shun,Director,,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001493152-26-024019,3,0001933021,Plutus Financial Group Ltd,0002131721,YAN WING CHEUNG,Director,,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001493152-26-024021,3,0001933021,Plutus Financial Group Ltd,0002131708,Yeung Chun Lok,Director; CHIEF FINANCIAL OFFICER,CHIEF FINANCIAL OFFICER,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001493152-26-024020,3,0001933021,Plutus Financial Group Ltd,0002131725,Zhao Zhisheng,Director,,20-F; 6-K,2025-02-05,0001493152
2026-05-15,58,0001213900-26-057278,3,0001938865,Top KingWin Ltd,0002126199,Li Yanna,Director,,20-F; 6-K,2025-01-02,0001213900
2026-05-15,58,0001213900-26-057275,3,0001938865,Top KingWin Ltd,0002126204,Li Yibing,Director,,20-F; 6-K,2025-01-02,0001213900
2026-05-15,58,0001213900-26-057276,3,0001938865,Top KingWin Ltd,0002126196,Liao Zhanlin,Director,,20-F; 6-K,2025-01-02,0001213900
