license_num,legal_holder,dba,address,license_type,scope_class,source_label_segment,source_label_family,source_license_types,source_license_categories,license_type_literal_flags,restriction_label_state,source_label_classification_status,source_label_classification_notes,roster_status,expires,location_comments,premises_description,finance_keyword_marker_any_field,finance_marker_field_names,historical_granted_pledge_in_window,holder_id,owner_group,capital_category,documented_pe_group_affiliation,ownership_status,ownership_reviewed,relationship,scale_band,equity_ownership_disclaimed_by_group,corporate_officer_evidence,corporate_officer_note,current_ucc_status,current_ucc_occurrences,lapsed_ucc_status,lapsed_ucc_occurrences,name_mode_review_reasons,collateral_status,reconciled_history_count,reconciled_history_entry_count,reconciled_history_prior_complete_original_pdf_count,reconciled_history_pending_original_pdf_count,reconciled_history_pending_amendment_pdf_count,reconciled_history_status,transfer_status,pledge_status,event_count,transfer_count,transfer_application_disposition_count,transfer_granted_count,pledge_count,pledge_application_disposition_count,pledge_granted_count,pledge_release_count,transfer_revocation_notice_count,ownership_interest_count,ownership_interest_granted_count,ownership_interest_entity_conversion_count,ownership_interest_status,ownership_interest_notice_count,ownership_interest_notice_status,history_source_notice_count,history_proposal_or_unresolved_outcome_count,judgment_attachment_observation_count,notes,source_urls
LB-138923,"Maria Store, Inc.",,779-  Dorchester AV,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one room on first floor; basement for storage.,,False,,False,BH-f3ef394a6d86a149,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: No sale single beers,https://data.boston.gov/dataset/licensing-board-licenses
LB-138939,"CAZAROSSI, LLC",Frenchie,560-  Tremont ST,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"The second level and first floor (garden level) of a three story building containing approximately 1,900 square feet of restaurant space with kitchen, bar area, seating, storage restrooms, sidewalk cafe, one entrance and one exit. Hours of Operation: Monday - Thursday: 11:00 AM- 11:00 PM; Friday-Sat","The second level and first floor (garden level) of a three story building containing approximately 1,900 square feet of restaurant space with kitchen, bar area, seating, storage restrooms, sidewalk cafe, one entrance and one exit. Hours of Operation: Monday - Thursday: 11:00 AM- 11:00 PM; Friday-Saturday: 10:00 AM -Midnight; Sunday: 10:00 AM-11:00 PM.",False,,False,BH-11c3a371c3e86d52,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-138942,ARIANA RESTAURANT INCORPORATED,Ariana Restaurant,384-  Western AV,CV7 Malt Wine Restrict.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Restrict.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"In one large room on 1st floor, kitchen and storage on left side with one entrance on Western Avenue and exit on opposite side. Outdoor seasonal (May-November) patio on private property with 16 seats same hours of restaurant.",,False,,False,BH-063f46be39ba523a,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-139202,"MEI MEI RESTAURANT, INC.",Mei Mei,58-  Old Colony AV,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"Premises consist of ground floor, with approximately 1,000SF of cafe/retail space and 4,500SF of kitchen and production space. Open to the public are a counter service dining room with maximum capacity of 49, a seasonal patio (May to October) on private property with a seating capacity of 10, as well as two ADA restrooms. Closing Hour 10:00PM for both inside and outside.

Capacity breakdown: 49 persons inside, 10 persons outside",False,,False,BH-b5dd75df1536d7a7,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-139226,Arjun Inc.,VINE & BARLEY,326-  Sumner ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one (1) room on ground floor with entrance on Sumner Street; basement for storage.,In one (1) room on ground floor with entrance on Sumner Street; basement for storage.,False,,False,BH-f08e218c8b8040fd,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,1,1,0,Ownership-interest application — granted,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: NO NIPS SINGLES,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=8
LB-139449,"Tres Gatos, LLC",Tres Gatos,470-  Centre ST,CV7ALN - Neighborhood Restricted,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7ALN - Neighborhood Restricted,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,"Restaurant in four rooms on first floor, including kitchen in front; 2 bathrooms; and storage in basement; includes outside patio for 15 patrons on private property between the hours of Noon - 10:00 p.m. (Monday - Friday); and 10:00 a.m. - 1:00 a.m. (Saturday & Sunday); 1 entrance; 2 exits.",,False,,False,BH-14e8ce79d9263b73,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-139450,Wildduck 660 Washington St. Inc.,The Wild Duck and Spirits,660-  Washington ST,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one room on the ground floor with storage and office; entrance at 660 Washington Street.,,False,,True,BH-0fd430f2a03f97cf,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application granted,Pledge application granted,2,1,1,1,1,1,1,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: NO NIPS OR SINGLES,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2021/03/Board%20Voting%20Agenda%203.4.21.pdf#page=3
LB-139452,"South End Partners, Inc.",SRV RESTAURANT,569-575  Columbus AV,CV7 All Alc. Restrict.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 All Alc. Restrict.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": true, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",restricted_literal,source_label_mapped,,Active,2026-12-31,On first floor with kitchen to rear. Bar area for approximately 16 patrons. Dining area for approximately 90 patrons. No separation between dining and bar area. Courtyard patio on private property with 40 patrons. Public sidewalk patio for 20 patrons. Both patios with an 11:00 p.m. Closing Hour.,,False,,False,BH-87a4215c09b800db,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,3,3,0,Ownership-interest application — granted,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,"https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2020/04/Board's Voting Agenda, April 23, 2020.pdf#page=2 | https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf#page=3 | https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf#page=4"
LB-139598,"Akiki Fine Wines, LLC",,1171-  Hyde Park AV,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"Located in a foodmart/gasoline service station that sells food, groceries and other items. The main entrance is located in the front center of the store and will be used as ingress and egress, with 2 other means of egress being located to the right front and right rear of premises. Beer & wine coole","Located in a foodmart/gasoline service station that sells food, groceries and other items. The main entrance is located in the front center of the store and will be used as ingress and egress, with 2 other means of egress being located to the right front and right rear of premises. Beer & wine coolers will be located in the front right portion of the store approximately 10' from the main ingress, with wine and beer racks in the center of the store approximately 10' feet from the ingress and on the back wall.  Storage in rear.",False,,False,BH-1ca5c08d5621e7db,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: Condition No sale singles,https://data.boston.gov/dataset/licensing-board-licenses
LB-139771,Shiv Quik Pik Inc.,Huntington Market,1795-  Commonwealth AV,Retail All Alc.,alcohol_license,retail_druggist_labeled,retail,Retail All Alc.,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"1200 square foot retail store located at street level at 1795 Commonwealth Avenue, Brighton, MA. There is an additional 1200 square feet of storage in basement.",,False,,False,BH-b4f386ea29f74c29,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: No singles to be sold,https://data.boston.gov/dataset/licensing-board-licenses
LB-139775,"Nguyenvu Pham Vo, Individual",777 Convenience Store,267-269  Main ST,Retail Malt Wine,alcohol_license,retail_druggist_labeled,retail,Retail Malt Wine,Misc,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,1300 square feet in one room with storage in back with one entrance and one exit.,,False,,False,BH-f4b213566989a7c8,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,explicit_individual_label_requires_person_name_resolution,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Name-mode review needed: an organization-name search does not exclude separately indexed individual or partnership-member debt. | Roster comment: No singles to be sold,https://data.boston.gov/dataset/licensing-board-licenses
