license_num,business_name,dba_name,license_type,holder_key,sample_rank
LB-99112,"PARK AVENUE GROUP, INC.",CAVAN CAFE/CAVAN HOUSE,CV7 All Alc.,PARKAVENUEGROUPINC,4137085b7bd85f3ab1a1e74c5fe0759de42db214679a8a458949b006abd3350c
LB-99357,DECIBEL ENTERPRISES LLC,dbar,CV7 All Alc.,DECIBELENTERPRISESLLC,4161ed4bd841977b87ad64ccca8de4c2091f9fb5c87388aa041a0c820cda131f
LB-99164,Craft Food Hall Project Holdings LLC,Craft Food Halls - One Post Office Square,CV7 All Alc.,CRAFTFOODHALLPROJECTHOLDINGSLLC,4163c3d9db86d86912d9f9aa3ee103ac4b8cad75ed4963aaeaa01712d5c9d95d
LB-99205,YOEVE CORP.,THE MASTER MCGRATH,CV7 All Alc.,YOEVECORP,41f1a5f555b5b82e4e5193b4f9e8ff52a538e22180fd47e5e221b6be45714f1a
LB-98907,HAMPSHIRE HOUSE CORPORATION,BULL FINCH PUB,CV7 All Alc.,HAMPSHIREHOUSECORPORATION,4321807f86572d8061337a59d17b6c83f2267053d954b78c29dc0feb330a1f0e
LB-98928,"GAME ON FENWAY, LLC",GAME ON SPORTS CAFE,CV7 All Alc.,GAMEONFENWAYLLC,43f3336e7071ae0a1135002a97cee519ab5da75475b01efa30579cf00d3677fb
LB-99289,"PLEASANT, INC.",PLEASANT CAFE,CV7 All Alc.,PLEASANTINC,43fdfde79df2a2f3012f037cda8e2f98df53f654563ccf39cf52ce4dda26d860
LB-99245,Cactus Cafe Back Bay Inc.,Cactus Club Cafe,CV7 All Alc.,CACTUSCAFEBACKBAYINC,442e3d5e7e0a1f7d3a5859f758ebbdb481ceeade5f1e5e8b82172bf6fe9070d7
LB-99351,"PREZZA, INC.",PREZZA,CV7 All Alc.,PREZZAINC,443e0a50eccc4f37a147a28379a3b3bfe70c159c86b610d415a866bab5b98255
LB-99029,"LOLITA BOSTON, LLC",LOLITA COCINA & TEQUILA BAR,CV7 All Alc.,LOLITABOSTONLLC,444a7f05c8a503538986ab41eaba8cba6a3037aab9bed0a6481fc91da97db05a
LB-99007,BOSTON PALM CORPORATION,BOSTON PALM,CV7 All Alc.,BOSTONPALMCORPORATION,444fd2a9a06d292a177522cc9c913c0a9ac0569536b09f73b7412fbd2dc6207b
LB-98899,"Stuland, LLC",Jacob Wirth,CV7 All Alc.,STULANDLLC,447640a496399afa17a596239d3a2efdba204a672aa46f7494330be705f5a6b8
LB-99234,"FLIGHT CLUB SEAPORT, LLC",,CV7 All Alc.,FLIGHTCLUBSEAPORTLLC,45f629a5cedc17347ec82299149e30aed44b9914c66d0b0a35fcab39bfb86a23
LB-99387,WAHLBURGERS FENWAY LLC,WAHLBURGERS,CV7 All Alc.,WAHLBURGERSFENWAYLLC,46286ddacc1520f3599c0207715c8b41e97694a5c7cc93633c191f596f17102c
LB-98930,NANDO 393 HANOVER INC.,NANDO'S TRATTORIA,CV7 All Alc.,NANDO393HANOVERINC,466548b89387588b217483a3da35769996df35bf8189f2aa99fbec766b733052
LB-99299,"CROKE PARK, INC.",CROKE PARK,CV7 All Alc.,CROKEPARKINC,488d9fb22d067fd2ff288076405b663bfef902518a7430528a0c643bb309eaee
LB-99235,"CITY TAP HOUSE FORT POINT, LLC",CITY TAP HOUSE,CV7 All Alc.,CITYTAPHOUSEFORTPOINTLLC,4890c38f0dd47fc1fa238cbd7515eebad5121c80ea61b14666ee33b6c589ae58
LB-99118,THE 15 LAGRANGE STREET CORPORATION,THE GLASS SLIPPER,CV7 All Alc.,THE15LAGRANGESTREETCORPORATION,48a4e6837bdb17bf6b07aad8cb053f47413494a5f6fc91a22215942cfeb5a804
LB-99281,"BROUGHTON ENTERPRISES, INC.",THE MIDWAY CAFE,CV7 All Alc.,BROUGHTONENTERPRISESINC,491b22dcf088cb794f76d582e0af192ab1109c33d5199c8f1243905b6672e7ec
LB-99071,W STEAK BOSTON LLC,WOLFGANG'S STEAKHOUSE,CV7 All Alc.,WSTEAKBOSTONLLC,492d0effb6c2565a6db43bb785ded3fd91867494afc9579a04d4c9d7f60fd9bd
LB-99204,"107 SALEM RESTAURANT, INC.",BACCO,CV7 All Alc.,107SALEMRESTAURANTINC,4b265f8fb8b547b8a2c4da7b291029597e924dfee4cc2252c84a6a0fcfc3dfb6
LB-98965,"OLIVER TWIST, INC.",CASK AND FLAGON,CV7 All Alc.,OLIVERTWISTINC,4ba58bd22ae95522108a76802e09902a96be0b1767e880ccafb8bf61ba04b295
LB-99230,"STATE ROOM, INC.",BAY TOWER ROOM,CV7 All Alc.,STATEROOMINC,4c230718149f6d4422ef29aa9f32d6af2907b276dce3023b1d325b568636ea03
LB-98918,"RAW RESTAURANT GROUP, LLC",MIJA,CV7 All Alc.,RAWRESTAURANTGROUPLLC,4c4156a5d8c31654be0d74c248a56becbf05743df1867900ad49a6303f18cd3b
LB-98986,"W & P HONG KONG AT FANEUIL HALL, INC.",W & P HONG KONG AT FANEUIL,CV7 All Alc.,WPHONGKONGATFANEUILHALLINC,4c951a3d7cc7d2ce7e1e58c2c6b53079259df3217b34d185ac2af910a14674f2
LB-99179,"JIMMY JUMBO ENTERPRISES, LLC",NEBO,CV7 All Alc.,JIMMYJUMBOENTERPRISESLLC,4ca2883e295b2312f30f4b26be29213183640fa7a0a16833441cabb1780141ca
LB-99142,"CAPITAL GRILLE HOLDINGS, INC.",THE CAPITAL GRILLE,CV7 All Alc.,CAPITALGRILLEHOLDINGSINC,4ce9676e77c054950aff56f6992b998d25073bb6e8e1fff1cac71ad3f29b0d9d
LB-99070,"D STREET MUSIC, LLC",D's Keys Dueling Pianos,CV7 All Alc.,DSTREETMUSICLLC,4d5c1405ebfad14466999239bbed2f2792b9c4ba054513acf60168b22cb06887
LB-99300,"BP EATERY,LLC",Lily's Boston,CV7 All Alc.,BPEATERYLLC,4dfa1f0e784ba6149a7639f9d8bf0824dd2eaa265dfe9c88a217bea2fde00ce4
LB-98943,"THE PARISH CAFE, INC.",THE PARISH CAFE,CV7 All Alc.,THEPARISHCAFEINC,4e24aad34b57314f8a5e9d06c3a75f1ba2f0bc7a646bb03e663d774a883ead21
LB-98916,"LSF Long Wharf, LLC",LEGAL SEA FOODS,CV7 All Alc.,LSFLONGWHARFLLC,4e95eaffb822597d07c4e1d5bda9e8ce23c39c6de83e695669c97150765dae83
LB-101579,Flour & Egg LLC,SJ’s,CV7 All Alc.,FLOUREGGLLC,4eaa277dae0623416dd9bacd753824856689f46a124ac1c323698fd2a057ebfc
LB-99453,Scobie’s LLC,Scobie’s,CV7 All Alc.,SCOBIESLLC,4f42ef1284741f6e5413d4974774eff25bfa154519c95c6709881e36e8e48782
LB-98914,SOMERS FIVE CORP.,DURTY NELLY'S,CV7 All Alc.,SOMERSFIVECORP,4f55aa40ce50ce465dc1a6c8bfed5977987223024af9d3f68bf2fcfecd6c4d41
LB-98976,"VIA VENETO RESTAURANT, INC.",FILIPPO RISTORANTE AND DUCALI PIZZERIA AND BAR,CV7 All Alc.,VIAVENETORESTAURANTINC,4fde3ab63b45876956db3a1396c7ac7afa1230647a36ad41e16ebd293affaadb
LB-98890,"BBRG WATERFRONT TR, LLC",JOE'S AMERICAN BAR & GRILL,CV7 All Alc.,BBRGWATERFRONTTRLLC,502997902802ac3f63153b983cbd67cc80802b368540db8c4234c96b6e1fbc6e
LB-99077,"TRIANGLE RESTAURANT, LLC",MOONCUSSER FISH HOUSE & MOON BAR,CV7 All Alc.,TRIANGLERESTAURANTLLC,502cd616688c83db4e0e2c40045e41e922c2a746a2343b4bb11129626a380ce2
LB-99012,ALLSTON VENTURE FIVE INC.,THE AVENUE BAR & GRILL,CV7 All Alc.,ALLSTONVENTUREFIVEINC,50abc9745fd1c03c8f4f912c91c13d2de32841d7cf85b1d93c1f4317f84c0e60
LB-99104,MUSEUM OF FINE ARTS,MUSEUM OF FINE ARTS,CV7 All Alc.,MUSEUMOFFINEARTS,51023e9af4071b87c00a2244fa095304530c539c25360ab8b921936c8f518b64
LB-98995,"South of Hixbridge, LLC",ALCOVE,CV7 All Alc.,SOUTHOFHIXBRIDGELLC,51178fc57e0bf48955938552ebbdd4106291ffb5c7703c6485cb17faecd2192b
LB-464491,"AHF Speedway Holdings, LLC",Charles River Speedway,CV7 All Alc.,AHFSPEEDWAYHOLDINGSLLC,5173eb41c11ed9cb213b44211eda7c387c8941ea9d79a182e36bf37986804d42
LB-98949,"Mecha Noodle Bar Boston, LLC",Mecha Noodle Bar,CV7 All Alc.,MECHANOODLEBARBOSTONLLC,5184ae067ad9da1511ca79086f661426c035967bfdb584f2e850091d46401e20
LB-99055,"30 TRAVELER, LLC",BAR MEZZANA,CV7 All Alc.,30TRAVELERLLC,522fe08c5fc7e8376d6f601caa3bf3b8be5751a43dc73657ed8fc79fe26192f0
LB-98961,ROCK BOTTOM GROUP LLC,ROCK BOTTOM RESTAURANT & BREWERY,CV7 All Alc.,ROCKBOTTOMGROUPLLC,52301fa406d9c67fc76a2f209307c83541a6eb1f2094df7a2bdd45280fbf869f
LB-99050,"Dorchester Tavern, LLC",DOT TAVERN,CV7 All Alc.,DORCHESTERTAVERNLLC,52b641bafe9f827e8c7d03d0ea147e3ec1548bed516552aae226811c5edc6a7a
LB-99376,"BIG HOUSE FINE DINING, LLC",SCAMPO & ALIBI,CV7 All Alc.,BIGHOUSEFINEDININGLLC,536e832fb1e0f64bac90809c5858baaa1a84c3403a90b3fc21b502ed928d82a2
LB-98913,"BARVOLPE, LLC",BAR VOLPE,CV7 All Alc.,BARVOLPELLC,537a4ef721c9ba23d21faef8f75d1a76e7eea035cdbc396d118bef4a16646b6a
LB-99248,"Mission Hill Hospitality, LLC",Yellow Door Taqueria-Mission Hill,CV7 All Alc.,MISSIONHILLHOSPITALITYLLC,54156b6cd949d91fe06b8d83bb0d89ac3441346256b122d1b1f77db71c4b1754
LB-99261,"MW & W, INC.",CHINA PEARL RESTAURANT,CV7 All Alc.,MWWINC,5478768d986cb02da9bab007427c5e1ec6caaf91a00329b5c1a624330886000d
LB-99381,CASTANEDA GOMEZ CORPORATION,LA FONDA COLOMBIANA,CV7 All Alc.,CASTANEDAGOMEZCORPORATION,54eb42e6f39994fc0d0837352e0d63abb3059c6aebed7a8877695b40568bc6f0
LB-99215,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador",CV7 All Alc.,BRKENMORELLC,55001f5021e7d507c50a27de423baf5cc309f7fed7b664036016c0ebd6a50c1d
LB-98974,"MASSACHUSETTS SPORTSERVICE, INC.",Viva Victory Den,CV7 All Alc.,MASSACHUSETTSSPORTSERVICEINC,557b3b3d4a130d50ddff87d4b71f86c8f46a21644e3b20a9f4f1c88e9cd4cfb1
LB-99005,"326B, LLC",Red Fox / Extra Dirty,CV7 All Alc.,326BLLC,56265b1e348e99bc852e64c5b97629b3442e1c1286fe0a3b52bbea0fdcb0df90
LB-99294,"OZNEMOC, INC.",CENTERFOLDS,CV7 All Alc.,OZNEMOCINC,56b92814f5d9eea0c3d657bb8d9fde61e68b02a3157f7a2d5a3d46c4b69ed35a
LB-99391,"200 Boylston Street Restaurant, LLC",,CV7 All Alc.,200BOYLSTONSTREETRESTAURANTLLC,5714731321077b74361977245ac8c99e2c33dc4aa499093b4eccc68dac00251d
LB-99320,"DEEP ELLUM, INC.",Lone Star Taco Bar,CV7 All Alc.,DEEPELLUMINC,578f265f0914b9784ee7a4ec1934233a991b5edf21939eba7150d7ae31d83999
LB-99287,"BARTACO FORT POINT, LLC",BARTACO,CV7 All Alc.,BARTACOFORTPOINTLLC,57d8bc926da1a8d5f7e6076f08ff45ae3cdaad13d09fc496fb72720945e8577d
LB-98893,THE BOSTON LECO CORP.,Legacy Boston/ Crown,CV7 All Alc.,THEBOSTONLECOCORP,58398ebde45024bb52ea036e45cab799bcb17fa39ce148177f443c08573b73b2
LB-99000,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,ANCHOVIES,CV7 All Alc.,ANCHOVIESACQUISITIONLIMITEDPARTNERSHIP,593c50ffd2e9e218f41e16fb003ad57b534a05698f6ce38696283879fcdc77b4
LB-99173,LU C. MANAGEMENT CORP.,Lucie Drink & Dine,CV7 All Alc.,LUCMANAGEMENTCORP,594defb19f76646e676b8b994c7e24819d817f875d39b46f09db03c8783a0a6a
LB-99128,"ADARE, INC.",NED DEVINE'S,CV7 All Alc.,ADAREINC,5aa9ca05942c86720daa16315d7f08ae4c6cb1f764a0ff324428dfa933570f67
LB-99423,"569 TREMONT, INC.",AQUITAINE,CV7 All Alc.,569TREMONTINC,5dd920e49bb22b90d60508ba577d3e72a13e4f5e4c96de50940f3c34bc9792d8
LB-98925,EDDIE MERLOTS LLC,Eddie Merlot's,CV7 All Alc.,EDDIEMERLOTSLLC,5deee35c3ef45e7fe4b925a35d0451987027f94104d55107598108abdf901678
LB-99311,CM DIAMOND IMPORTERS LLC,,CV7 All Alc.,CMDIAMONDIMPORTERSLLC,5e232b1826ca23ada7d7b2b7ab9d92568e55355d9d5b3c5f9a3b2d63cf7b1616
LB-99086,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,CV7 All Alc.,CAFFEVITTORIAINC,5e3bd23aae71cd94052b77670ae2ccad3579f8ce31064c765a3512357aedc1a3
LB-99418,"IRISH PUB, INC.",ERIE PUB,CV7 All Alc.,IRISHPUBINC,5ea015504b193d75372b3d56f1d6fc5a21683cf8572a9d2183e46c8d5df3db12
LB-99216,Alamo Seaport LLC,Alamo Drafthouse Cinema,CV7 All Alc.,ALAMOSEAPORTLLC,5eb96262e0f8bafa50510711f3a8e809948fd7b6c88f6cf7c968cdd05b742293
LB-101573,110 Boulevard Restaurant LLC,110 Boulevard,CV7 All Alc.,110BOULEVARDRESTAURANTLLC,5f1c190e4de7708581da4034f45fbf583900630ed1a9a450c9b6e4a3ae9c03f2
LB-99046,"SPORTS CONNECTION BAR & GRILL, INC.",,CV7 All Alc.,SPORTSCONNECTIONBARGRILLINC,5f276c96f6f9842dd380c480e76a29b98f2878f037b8db9b1434ca24a8744693
LB-99035,"LIMERICK CO., INC. OF DORCHESTER",Blend,CV7 All Alc.,LIMERICKCOINCOFDORCHESTER,5f59cb62a57d210264f751e4ba71b73612a42e27ba6dd08bb6cffe08bfa94295
LB-99053,"ACAPULCO MEXICAN RESTAURANT, INC.",ACAPULCO MEXICAN RESTAURANT,CV7 All Alc.,ACAPULCOMEXICANRESTAURANTINC,5f90f8c1988dbc3b6e7eb32f621c4825cf78d47faffcaadb99efc73ebb07471e
LB-99203,"Eventide Fenway, LLC",Eventide Fenway,CV7 All Alc.,EVENTIDEFENWAYLLC,5fe0239c09925648a5dfe4379c1dcba6279dcaa3a488e46bb3c07f8df76c1783
LB-98915,"LSF Legal Crossing, LLC",Legal Sea Foods,CV7 All Alc.,LSFLEGALCROSSINGLLC,60c65d4cb1dfb26fc3489c3f929f9c5027f9042a11d12b4d2d7a8eee83ebd9b4
LB-99257,"CILL DARA, INC.",Eugene O'Neill's,CV7 All Alc.,CILLDARAINC,60d9e4b06f11d80e704c210f1d8d29713974c347e7b4cf903ba66801602cf5ed
LB-99143,"ROSA MEXICANO BOSTON, LLC",ROSA MEXICANO,CV7 All Alc.,ROSAMEXICANOBOSTONLLC,61967fafc2745cbfacb9e81cd853225982a2fb5cbb63b925275a78690f2eabab
LB-98992,"Bartaco Fenway, LLC",Bartaco,CV7 All Alc.,BARTACOFENWAYLLC,624eb6e0e3c63cb0c8778e68efd136ccf968e104c31ea30b188b621fbfa6890e
LB-99286,"LH Roslindale, LLC",La Hacienda,CV7 All Alc.,LHROSLINDALELLC,62b5afd26cc85b82e7a46429f1a29357759c7baa79ebb7c4658efa09a7d100f5
LB-99136,Moville Inc.,McGonagle's,CV7 All Alc.,MOVILLEINC,62bc929e75ee0017483cee4f63e45683647d99be19948e88028f0b1612e90305
LB-99337,"75 ARLINGTON STREET, INC.",DAVIO'S RESTAURANT,CV7 All Alc.,75ARLINGTONSTREETINC,62d45774d79b752af35be2097f1cb57ac34bbc76b3745c974ddcb565d76f845f
LB-99218,Thomson Fields Pie Company,Sally's Apizza,CV7 All Alc.,THOMSONFIELDSPIECOMPANY,62e73f658bceb2d082c8edb4e7707107356e35ee013a0d8b2c0ad80a57f2de97
LB-445633,"CT Eatery, LLC.",Tradesman Charlestown,CV7 All Alc.,CTEATERYLLC,63cd149d63a976d995752e09406a0e8ab3498dee415f47bc1c4763ae1b9999c7
